,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
407,Josh Okogie,SG,25,PHO,42,11,18.3,1.6,3.9,.409,0.5,1.8,.263,1.1,2.1,.534,.470,1.5,2.1,.719,1.3,1.7,3.0,1.2,0.9,0.5,0.5,1.5,5.2
408,Onyeka Okongwu,C,23,ATL,46,3,24.7,3.6,6.1,.593,0.3,1.1,.294,3.3,5.0,.659,.620,1.7,2.1,.813,2.5,4.1,6.6,1.4,0.5,1.0,0.9,2.9,9.2
409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Isaac Okoro,SF,23,CLE,37,24,26.4,3.2,6.5,.496,0.9,2.4,.382,2.3,4.1,.563,.567,1.5,2.2,.687,1.3,1.9,3.2,1.9,0.9,0.4,0.8,2.1,8.9
411,Kelly Olynyk,C,32,UTA,48,8,20.5,2.9,5.1,.563,0.7,1.7,.427,2.2,3.4,.630,.634,1.6,1.9,.843,1.2,3.8,5.1,4.3,0.8,0.3,1.7,2.6,8.1
412,Eugene Omoruyi,SF,26,WAS,19,0,5.8,1.7,2.9,.582,0.3,0.9,.294,1.4,2.0,.711,.627,0.8,1.1,.762,0.6,0.9,1.5,0.6,0.5,0.1,0.5,1.1,4.5
413,Cedi Osman,SF,28,SAS,48,1,18.2,2.8,5.8,.486,1.2,3.2,.373,1.6,2.6,.626,.589,0.6,1.0,.674,0.4,2.2,2.6,1.9,0.5,0.1,0.6,1.5,7.4
414,Kelly Oubre Jr.,SF,28,PHI,35,24,28.1,5.1,10.7,.473,1.5,4.4,.342,3.5,6.3,.566,.544,1.7,2.4,.714,1.0,3.2,4.3,1.1,1.2,0.6,0.9,2.8,13.3
415,Chris Paul,PG,38,GSW,32,11,27.6,3.3,7.7,.424,1.3,3.7,.361,1.9,3.9,.484,.512,1.1,1.3,.833,0.3,3.5,3.8,7.2,1.1,0.1,1.2,1.8,8.9
416,Cameron Payne,PG,29,MIL,44,2,15.0,2.2,4.8,.459,1.1,2.8,.403,1.0,1.9,.541,.579,0.8,0.9,.875,0.1,1.1,1.2,2.3,0.4,0.1,0.7,1.6,6.3
417,Gary Payton II,SG,31,GSW,16,0,16.3,2.3,4.9,.456,0.6,2.0,.281,1.7,2.9,.574,.513,0.4,0.6,.667,1.0,2.0,3.0,0.8,1.1,0.3,0.6,1.8,5.4
418,Drew Peterson,PF,24,BOS,1,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
419,Filip Petrušev,C,23,TOT,3,0,3.3,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0
420,Filip Petrušev,C,23,PHI,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
421,Filip Petrušev,C,23,SAC,2,0,3.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,1.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5
422,Julian Phillips,SF,20,CHI,25,0,6.2,0.6,1.5,.432,0.2,0.8,.211,0.5,0.7,.667,.486,0.2,0.4,.545,0.2,0.4,0.6,0.3,0.0,0.2,0.2,0.8,1.7
423,Jalen Pickett,SG,24,DEN,16,0,6.1,0.8,1.8,.429,0.4,1.3,.350,0.3,0.5,.625,.554,0.1,0.1,1.000,0.1,0.6,0.7,0.8,0.2,0.0,0.4,0.5,2.1
424,Scotty Pippen Jr.,PG,23,MEM,5,2,20.2,2.8,6.2,.452,1.2,2.4,.500,1.6,3.8,.421,.548,2.0,2.8,.714,0.8,2.4,3.2,4.0,1.2,0.4,2.2,2.0,8.8
425,Mason Plumlee,C,33,LAC,16,7,17.5,2.3,3.6,.649,0.0,0.0,,2.3,3.6,.649,.649,1.5,2.4,.615,1.5,4.1,5.6,1.1,0.3,0.4,0.6,1.4,6.1
426,Brandin Podziemski,SG,20,GSW,38,11,24.9,3.7,8.0,.462,1.3,3.3,.381,2.4,4.7,.520,.541,0.6,1.0,.605,1.5,3.9,5.4,3.2,0.8,0.1,1.3,1.9,9.2
427,Jakob Poeltl,C,28,TOR,36,36,26.5,4.7,6.9,.685,0.0,0.0,,4.7,6.9,.685,.685,1.2,2.2,.532,2.8,5.6,8.3,2.5,0.7,1.4,1.6,2.9,10.6
428,Aleksej Pokusevski,PF,22,OKC,8,0,6.0,0.4,1.6,.231,0.1,1.1,.111,0.3,0.5,.500,.269,0.1,0.3,.500,0.3,0.9,1.1,0.6,0.0,0.1,0.4,0.6,1.0
429,Jordan Poole,SG,24,WAS,45,45,29.2,5.9,14.3,.414,2.0,6.3,.312,4.0,8.0,.493,.482,2.7,3.1,.871,0.4,1.8,2.2,3.4,1.0,0.4,2.2,3.0,16.5
430,Craig Porter Jr.,PG,23,CLE,29,5,15.9,2.9,5.7,.512,0.2,0.7,.333,2.7,4.9,.538,.534,1.1,1.6,.696,0.5,2.2,2.7,3.1,0.6,0.4,1.1,1.0,7.1
431,Jontay Porter,PF,24,TOR,14,5,14.3,1.6,4.4,.361,0.8,2.4,.333,0.8,2.0,.393,.451,0.8,0.9,.917,1.1,2.4,3.5,2.1,0.8,0.8,0.6,1.8,4.7
432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Michael Porter Jr.,SF,25,DEN,49,49,31.5,6.1,12.9,.475,2.7,6.8,.396,3.4,6.1,.562,.579,1.0,1.2,.770,1.3,5.8,7.1,1.3,0.5,0.7,1.0,2.0,15.9
434,Otto Porter Jr.,SF,30,TOR,15,1,11.6,0.9,2.2,.424,0.5,1.5,.348,0.4,0.7,.600,.545,0.2,0.2,1.000,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,2.6
435,Bobby Portis,PF,28,MIL,48,0,23.3,5.0,9.9,.500,1.1,2.9,.379,3.9,7.0,.551,.556,1.3,1.7,.775,1.5,5.3,6.8,1.0,0.6,0.4,0.9,2.5,12.3
436,Kristaps Porziņģis,C,28,BOS,35,35,29.7,6.5,12.4,.520,1.8,5.1,.350,4.7,7.3,.639,.592,4.7,5.5,.840,1.7,5.2,6.9,2.0,0.7,1.9,1.7,2.9,19.4
437,Micah Potter,PF,25,UTA,2,0,3.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
438,Dwight Powell,C,32,DAL,41,8,15.6,1.5,2.1,.709,0.0,0.0,.500,1.5,2.0,.714,.715,1.4,1.9,.727,1.8,2.0,3.8,1.7,0.5,0.4,0.6,2.1,4.4
439,Norman Powell,SG,30,LAC,46,0,25.4,4.7,9.5,.494,2.1,4.6,.450,2.7,5.0,.535,.603,2.0,2.3,.849,0.2,2.5,2.6,1.0,0.5,0.4,0.9,1.8,13.5
440,Joshua Primo,SG,21,LAC,1,0,5.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0
441,Taurean Prince,PF,29,LAL,47,47,30.4,3.4,8.1,.427,2.0,5.3,.386,1.4,2.8,.508,.554,0.6,0.8,.744,0.2,2.7,3.0,1.7,0.9,0.5,0.9,2.2,9.6
442,Payton Pritchard,PG,26,BOS,49,0,21.0,2.8,6.6,.424,1.7,4.4,.378,1.1,2.2,.519,.551,0.6,0.7,.794,0.9,2.2,3.1,2.9,0.4,0.1,0.6,1.3,7.8
443,Olivier-Maxence Prosper,PF,21,DAL,25,0,9.6,0.9,2.6,.354,0.3,1.3,.250,0.6,1.3,.455,.415,0.9,1.4,.676,0.6,1.6,2.2,0.8,0.1,0.1,0.2,0.7,3.1
444,Trevelin Queen,SG,26,ORL,12,0,12.9,1.2,3.0,.389,0.3,1.3,.188,0.9,1.7,.550,.431,0.8,1.0,.750,0.3,1.3,1.5,1.5,0.6,0.4,0.6,1.2,3.3
445,Neemias Queta,C,24,BOS,21,0,12.4,2.0,3.3,.586,0.0,0.0,,2.0,3.3,.586,.586,0.7,1.0,.750,1.8,2.5,4.3,0.5,0.3,0.7,0.4,2.0,4.6
446,Immanuel Quickley,SG-PG,24,TOT,42,12,26.2,5.2,11.9,.440,2.3,5.6,.410,2.9,6.3,.466,.536,2.8,3.2,.866,0.2,2.9,3.1,3.5,0.6,0.1,1.1,1.6,15.5
447,Immanuel Quickley,SG,24,NYK,30,0,24.0,5.1,11.2,.454,2.1,5.4,.395,2.9,5.8,.509,.549,2.7,3.1,.872,0.2,2.4,2.6,2.5,0.5,0.1,1.0,1.5,15.0
448,Immanuel Quickley,PG,24,TOR,12,12,31.8,5.6,13.6,.411,2.7,6.0,.444,2.9,7.6,.385,.509,2.8,3.3,.850,0.3,4.3,4.6,6.1,0.8,0.2,1.4,2.0,16.7
449,Lester Quinones,SG,23,GSW,10,0,6.9,1.0,2.5,.400,0.6,1.5,.400,0.4,1.0,.400,.520,0.1,0.2,.500,0.4,0.8,1.2,0.5,0.1,0.1,0.5,0.8,2.7
450,Julius Randle,PF,29,NYK,46,46,35.4,8.6,18.2,.472,1.7,5.3,.311,6.9,12.9,.539,.518,5.1,6.6,.781,2.2,7.0,9.2,5.0,0.5,0.3,3.5,2.7,24.0
451,Duop Reath,C,27,POR,36,11,17.6,3.4,7.1,.475,1.4,3.6,.374,2.0,3.4,.581,.571,1.0,1.3,.783,1.4,2.5,3.9,1.2,0.5,0.5,0.8,2.5,9.1
452,Austin Reaves,SG,25,LAL,50,25,30.7,5.4,11.0,.488,1.7,4.7,.359,3.7,6.3,.584,.564,3.1,3.6,.860,0.7,3.2,3.9,5.2,0.9,0.1,2.1,1.8,15.5
453,Cam Reddish,SF,24,LAL,35,26,23.3,2.4,5.9,.405,0.9,2.7,.337,1.5,3.1,.464,.483,1.0,1.3,.783,0.5,1.9,2.4,1.3,1.2,0.3,0.9,1.6,6.7
454,Paul Reed,C,24,PHI,47,11,16.3,2.7,4.9,.552,0.2,0.6,.370,2.5,4.3,.576,.574,0.6,0.8,.711,2.0,3.0,5.0,1.2,0.7,0.7,0.8,2.3,6.2
455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Naz Reid,C,24,MIN,48,0,22.4,4.6,9.5,.487,2.0,4.8,.417,2.7,4.8,.557,.591,1.1,1.4,.754,0.9,3.6,4.6,1.1,0.7,0.7,1.3,2.0,12.4
457,Jared Rhoden,SG,24,DET,5,0,6.0,1.0,1.8,.556,0.2,0.8,.250,0.8,1.0,.800,.611,0.4,0.4,1.000,0.2,0.6,0.8,0.6,0.0,0.0,0.4,0.8,2.6
458,Nick Richards,C,26,CHO,37,24,25.1,3.7,5.4,.688,0.0,0.0,,3.7,5.4,.688,.688,2.2,2.9,.748,2.7,5.1,7.8,0.8,0.3,1.4,1.0,2.7,9.6
459,Josh Richardson,SG,30,MIA,38,5,25.9,3.6,8.2,.442,1.6,4.4,.353,2.1,3.8,.545,.537,1.2,1.3,.940,0.4,2.3,2.8,2.5,0.6,0.4,0.9,1.7,10.0
460,Duncan Robinson,SF,29,MIA,45,17,27.5,4.6,10.1,.452,2.8,6.8,.404,1.8,3.3,.550,.588,1.3,1.5,.879,0.2,2.2,2.5,2.8,0.6,0.2,1.4,2.3,13.2
461,Jerome Robinson,SG,26,GSW,7,0,3.7,0.0,1.3,.000,0.0,0.7,.000,0.0,0.6,.000,.000,0.6,0.9,.667,0.1,0.3,0.4,0.3,0.0,0.1,0.0,0.1,0.6
462,Mitchell Robinson,C,25,NYK,21,21,29.2,2.8,4.7,.592,0.0,0.0,,2.8,4.7,.592,.592,0.7,1.8,.368,5.3,5.0,10.3,0.7,1.5,1.3,1.0,1.9,6.2
463,Orlando Robinson,C,23,MIA,20,7,11.5,1.6,3.0,.517,0.4,0.6,.583,1.2,2.4,.500,.575,0.7,1.0,.700,1.0,2.2,3.1,1.4,0.3,0.4,0.7,1.5,4.2
464,Jeremiah Robinson-Earl,PF,23,NOP,19,1,10.8,1.6,3.0,.526,0.4,1.1,.381,1.2,1.9,.611,.596,0.5,0.6,.909,0.7,1.8,2.5,0.5,0.4,0.2,0.5,0.7,4.1
465,David Roddy,PF,22,MEM,45,12,22.9,3.0,7.8,.393,1.0,3.2,.301,2.1,4.6,.456,.454,0.9,1.3,.707,1.1,3.1,4.2,1.5,0.6,0.2,1.0,1.4,8.0
466,Ryan Rollins,PG,21,WAS,10,0,6.6,1.3,2.5,.520,0.2,0.3,.667,1.1,2.2,.500,.560,1.3,1.7,.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1
467,Derrick Rose,PG,35,MEM,17,7,17.9,3.3,7.5,.438,0.6,1.9,.333,2.6,5.6,.474,.480,1.1,1.2,.905,0.4,1.4,1.8,3.4,0.4,0.1,1.3,1.1,8.4
468,Terry Rozier,SG-PG,29,TOT,35,34,34.6,7.7,17.3,.449,2.6,7.2,.356,5.2,10.0,.516,.523,3.3,3.8,.851,0.6,3.3,3.9,6.5,1.1,0.4,2.1,1.7,21.3
469,Terry Rozier,SG,29,CHO,30,30,35.5,8.4,18.3,.459,2.8,7.7,.358,5.6,10.6,.533,.535,3.6,4.3,.845,0.6,3.3,3.9,6.6,1.1,0.4,2.2,1.7,23.2
470,Terry Rozier,PG,29,MIA,5,4,29.4,3.8,11.0,.345,1.4,4.2,.333,2.4,6.8,.353,.409,1.0,1.0,1.000,0.6,3.0,3.6,5.6,1.0,0.4,1.4,1.6,10.0
471,Rayan Rupert,SG,19,POR,16,0,7.4,0.9,2.7,.349,0.4,1.1,.412,0.5,1.6,.308,.430,0.3,0.5,.625,0.4,0.9,1.3,0.7,0.2,0.0,0.4,0.4,2.6
472,D'Angelo Russell,PG,27,LAL,46,39,30.9,6.3,13.5,.467,2.6,6.2,.419,3.7,7.3,.507,.563,1.8,2.3,.787,0.4,2.3,2.7,6.3,0.8,0.5,2.0,2.0,17.0
473,Matt Ryan,SF,26,NOP,13,1,22.9,2.9,6.4,.458,2.5,5.2,.471,0.5,1.2,.400,.651,1.0,1.1,.929,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3
474,Domantas Sabonis,C,27,SAC,46,46,35.4,8.0,13.0,.616,0.5,1.1,.451,7.5,11.9,.632,.636,3.4,5.0,.680,3.3,9.8,13.0,8.0,0.8,0.5,3.3,3.2,19.9
475,Luka Šamanić,PF,24,UTA,22,0,6.1,1.0,2.6,.386,0.2,1.0,.238,0.8,1.6,.472,.430,0.6,0.8,.824,0.3,1.5,1.8,0.2,0.0,0.1,0.4,0.6,2.9
476,Jermaine Samuels,SF,25,HOU,9,0,5.0,0.6,0.9,.625,0.0,0.2,.000,0.6,0.7,.833,.625,0.2,0.2,1.000,0.2,0.9,1.1,0.2,0.1,0.1,0.0,0.3,1.3
477,Adama Sanogo,PF,21,CHI,3,0,3.7,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.7,1.0,.667,0.7,1.3,2.0,0.0,0.0,0.0,0.3,0.0,2.7
478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Gui Santos,PF,21,GSW,6,0,5.8,0.7,1.8,.364,0.2,1.0,.167,0.5,0.8,.600,.409,1.0,1.0,1.000,0.8,1.2,2.0,0.3,0.0,0.0,0.3,0.5,2.5
480,Dario Šarić,C,29,GSW,44,9,20.5,3.5,7.4,.481,1.5,3.8,.412,2.0,3.6,.553,.586,1.6,1.9,.854,1.4,4.0,5.5,2.6,0.6,0.2,1.3,2.2,10.2
481,Olivier Sarr,C,24,OKC,10,0,7.3,0.6,1.2,.500,0.2,0.5,.400,0.4,0.7,.571,.583,0.6,0.8,.750,0.7,2.0,2.7,0.2,0.0,0.5,0.2,1.5,2.0
482,Marcus Sasser,PG,23,DET,42,0,15.4,2.7,5.8,.471,1.0,2.5,.406,1.7,3.2,.522,.560,0.7,0.8,.906,0.1,1.4,1.5,2.7,0.5,0.2,0.9,1.3,7.1
483,Admiral Schofield,PF,26,ORL,12,0,3.8,0.4,1.3,.333,0.2,0.8,.222,0.3,0.5,.500,.400,0.0,0.2,.000,0.1,0.5,0.6,0.3,0.0,0.0,0.3,0.6,1.0
484,Dennis Schröder,PG,30,TOR,47,33,31.0,5.0,11.1,.450,1.5,4.3,.353,3.5,6.8,.511,.518,2.5,2.9,.853,0.4,2.3,2.7,6.3,0.9,0.1,1.7,2.1,13.9
485,Dereon Seabron,SG,23,NOP,5,0,10.4,0.8,2.6,.308,0.2,0.4,.500,0.6,2.2,.273,.346,1.0,1.2,.833,0.2,1.2,1.4,0.8,0.4,0.2,0.0,0.8,2.8
486,Alperen Şengün,C,21,HOU,47,47,32.7,8.6,15.9,.541,0.6,2.0,.280,8.1,14.0,.578,.558,3.9,5.4,.720,2.7,6.5,9.2,5.1,1.2,0.7,2.6,3.3,21.7
487,Brice Sensabaugh,SF,20,UTA,4,0,3.0,0.5,1.5,.333,0.3,0.5,.500,0.3,1.0,.250,.417,0.0,0.0,,0.3,0.5,0.8,0.5,0.0,0.0,0.0,0.3,1.3
488,Collin Sexton,SG,25,UTA,50,27,24.3,6.0,12.3,.485,1.5,3.9,.383,4.5,8.4,.533,.546,4.1,4.6,.879,0.9,1.7,2.6,4.5,0.7,0.2,1.8,2.0,17.5
489,Landry Shamet,SG,26,WAS,30,0,15.0,2.8,6.1,.451,1.3,3.4,.382,1.5,2.7,.537,.557,0.9,1.2,.778,0.3,1.0,1.3,1.4,0.5,0.2,0.6,1.7,7.8
490,Day'Ron Sharpe,C,22,BRK,37,1,16.0,3.0,5.2,.575,0.0,0.2,.143,3.0,5.0,.591,.578,1.5,2.4,.614,2.8,4.2,7.0,1.4,0.5,0.9,1.0,2.3,7.5
491,Shaedon Sharpe,SG,20,POR,32,25,33.1,5.5,13.6,.406,1.9,5.6,.333,3.6,7.9,.457,.475,3.1,3.7,.824,1.3,3.7,5.0,2.9,0.9,0.4,2.3,2.8,15.9
492,Ben Sheppard,SG,22,IND,27,0,10.8,1.1,3.0,.363,0.6,1.9,.288,0.5,1.0,.500,.456,0.3,0.4,.750,0.3,1.1,1.4,0.9,0.6,0.0,0.2,1.4,3.0
493,Pascal Siakam,PF,29,TOT,47,47,34.4,8.4,16.0,.527,1.1,3.4,.327,7.3,12.5,.582,.562,4.1,5.4,.749,1.6,4.9,6.5,4.9,0.8,0.2,2.1,2.4,22.0
494,Pascal Siakam,PF,29,TOR,39,39,34.7,8.3,16.0,.522,1.2,3.7,.317,7.2,12.3,.584,.559,4.3,5.7,.758,1.4,4.9,6.3,4.9,0.8,0.3,2.1,2.2,22.2
495,Pascal Siakam,PF,29,IND,8,8,32.8,8.8,15.9,.551,0.9,2.1,.412,7.9,13.8,.573,.579,2.8,4.0,.688,2.4,5.0,7.4,5.1,0.6,0.1,1.9,3.5,21.1
496,Ben Simmons,PG,27,BRK,7,6,29.9,3.4,5.9,.585,0.0,0.0,,3.4,5.9,.585,.585,0.1,0.6,.250,3.0,7.4,10.4,7.3,0.6,0.9,2.1,2.7,7.0
497,Anfernee Simons,SG,24,POR,26,26,33.6,8.0,18.2,.439,3.3,8.7,.387,4.6,9.5,.486,.531,3.6,4.0,.904,0.5,2.9,3.5,5.2,0.4,0.2,2.5,2.1,22.9
498,Jericho Sims,C,25,NYK,25,7,9.1,0.8,1.0,.731,0.0,0.0,,0.8,1.0,.731,.731,0.2,0.3,.571,0.8,1.4,2.1,0.3,0.1,0.4,0.3,0.8,1.7
499,Dmytro Skapintsev,C,25,NYK,2,0,1.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,Jalen Slawson,SF,24,SAC,5,0,3.8,0.4,0.6,.667,0.0,0.2,.000,0.4,0.4,1.000,.667,0.0,0.0,,0.0,0.8,0.8,0.4,0.0,0.2,0.4,0.6,0.8
501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Javonte Smart,PG,24,PHI,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,Marcus Smart,PG,29,MEM,20,20,30.3,5.1,11.9,.430,2.1,6.7,.313,3.0,5.2,.583,.519,2.2,2.8,.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5
504,Dennis Smith Jr.,PG,26,BRK,32,1,19.6,2.9,6.6,.434,0.5,1.9,.267,2.4,4.8,.500,.472,0.9,1.1,.806,1.0,2.3,3.3,4.0,1.2,0.2,1.2,2.4,7.2
505,Dru Smith,SG,26,MIA,9,0,14.6,1.7,3.7,.455,0.8,1.9,.412,0.9,1.8,.500,.561,0.2,0.2,1.000,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3
506,Ish Smith,PG,35,CHO,39,3,16.6,1.5,3.5,.438,0.1,0.2,.429,1.5,3.3,.438,.449,0.1,0.1,.750,0.3,1.5,1.7,3.3,0.3,0.1,1.1,1.1,3.2
507,Jabari Smith Jr.,PF,20,HOU,42,42,31.5,5.0,10.5,.472,1.7,4.5,.374,3.3,6.1,.543,.551,1.8,2.2,.809,1.9,6.6,8.5,1.5,0.6,0.8,1.2,2.8,13.4
508,Jalen Smith,C,23,IND,35,13,18.3,4.2,6.6,.629,1.1,2.4,.476,3.0,4.2,.716,.716,1.3,1.8,.698,1.6,4.1,5.7,1.1,0.3,0.6,0.9,2.3,10.7
509,Nick Smith Jr.,SG,19,CHO,31,0,15.1,2.5,5.7,.427,1.4,2.9,.467,1.1,2.8,.386,.545,0.1,0.1,.750,0.5,1.0,1.5,1.1,0.1,0.2,0.9,1.1,6.4
510,Terquavion Smith,PG,21,PHI,5,0,4.8,0.6,2.6,.231,0.6,2.0,.300,0.0,0.6,.000,.346,0.4,0.4,1.000,0.0,0.0,0.0,1.2,0.8,0.0,0.4,0.2,2.2
511,Jeremy Sochan,PF,20,SAS,48,47,29.5,4.5,10.2,.444,1.0,2.8,.373,3.5,7.4,.470,.495,1.6,2.0,.792,1.8,4.2,5.9,3.8,0.7,0.5,2.0,2.4,11.7
512,Jaden Springer,SG,21,PHI,29,0,10.6,1.2,3.3,.379,0.3,1.1,.258,1.0,2.2,.438,.421,0.7,0.9,.778,0.7,0.9,1.5,0.9,0.7,0.3,0.8,1.6,3.5
513,Lamar Stevens,PF,26,BOS,18,1,6.4,1.1,2.3,.463,0.1,0.4,.286,0.9,1.9,.500,.488,0.4,0.6,.727,0.6,1.0,1.6,0.4,0.3,0.3,0.5,0.7,2.7
514,Isaiah Stewart,PF,22,DET,35,34,30.6,4.1,8.6,.470,1.4,3.7,.374,2.7,4.9,.544,.551,1.5,2.0,.746,1.8,5.0,6.8,1.7,0.4,0.8,1.5,2.5,11.0
515,Julian Strawther,SF,21,DEN,33,0,13.9,2.2,5.6,.384,1.1,3.5,.322,1.0,2.1,.486,.484,0.5,0.7,.696,0.1,1.4,1.5,1.1,0.5,0.2,0.5,1.4,5.9
516,Max Strus,SF,27,CLE,46,46,33.0,4.5,11.2,.404,2.5,7.4,.336,2.0,3.8,.534,.515,1.1,1.3,.806,0.8,4.2,5.1,3.7,0.9,0.5,1.6,2.7,12.6
517,Jalen Suggs,SG,22,ORL,44,44,26.5,4.4,9.8,.449,2.0,5.2,.383,2.4,4.7,.522,.550,1.5,2.0,.773,0.7,2.5,3.2,2.4,1.4,0.6,1.9,2.9,12.3
518,Cole Swider,SF,24,MIA,9,0,4.9,1.0,2.3,.429,0.6,1.7,.333,0.4,0.7,.667,.548,0.0,0.0,,0.1,0.1,0.2,0.3,0.1,0.1,0.3,0.2,2.6
519,Jae'Sean Tate,SF,28,HOU,44,9,18.2,1.9,3.9,.477,0.4,1.5,.292,1.4,2.4,.589,.532,0.5,0.6,.714,1.0,2.4,3.3,1.1,0.7,0.2,0.5,2.4,4.6
520,Jayson Tatum,PF,25,BOS,46,46,35.9,9.1,19.2,.471,3.0,8.2,.367,6.0,11.0,.549,.550,5.7,7.0,.814,0.9,7.5,8.4,4.4,1.0,0.6,2.6,2.1,26.8
521,Terry Taylor,PF,24,CHI,17,0,7.5,0.8,1.5,.538,0.1,0.4,.143,0.8,1.1,.684,.558,0.1,0.1,1.000,0.8,0.8,1.5,0.4,0.2,0.1,0.4,0.8,1.8
522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Garrett Temple,SG,37,TOR,13,0,3.8,0.5,1.2,.400,0.2,0.5,.333,0.3,0.7,.444,.467,0.3,0.3,1.000,0.3,0.5,0.8,0.5,0.2,0.0,0.2,0.3,1.4
524,Dalen Terry,SG,21,CHI,32,1,9.7,0.8,2.1,.373,0.3,1.2,.211,0.5,0.9,.586,.433,0.5,0.7,.727,0.3,1.3,1.6,1.2,0.3,0.3,0.5,1.2,2.3
525,Daniel Theis,C,31,TOT,36,1,17.3,2.6,4.9,.534,0.4,1.0,.405,2.2,3.9,.567,.576,0.8,1.1,.718,1.6,2.1,3.6,1.0,0.5,0.9,0.7,2.4,6.5
526,Daniel Theis,C,31,IND,1,0,8.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
527,Daniel Theis,C,31,LAC,35,1,17.5,2.7,5.0,.540,0.4,1.0,.417,2.3,3.9,.572,.583,0.8,1.1,.718,1.6,2.1,3.7,1.0,0.5,0.9,0.7,2.4,6.6
528,Cam Thomas,SG,22,BRK,38,23,28.9,7.7,17.1,.449,1.9,5.4,.358,5.8,11.7,.491,.505,3.9,4.7,.827,0.3,2.4,2.7,2.4,0.6,0.3,1.8,1.9,21.2
529,Amen Thompson,SF,21,HOU,28,1,16.4,2.4,5.1,.472,0.2,1.2,.176,2.2,3.9,.565,.493,1.4,1.9,.704,1.1,3.3,4.3,2.1,1.0,0.4,1.3,2.0,6.4
530,Ausar Thompson,SF,21,DET,47,24,23.5,3.4,7.2,.472,0.2,1.6,.145,3.2,5.6,.567,.488,1.2,1.8,.647,2.1,4.5,6.6,1.9,0.9,0.9,1.3,2.8,8.2
531,Klay Thompson,SF,33,GSW,42,42,30.9,6.1,14.5,.421,3.4,8.8,.385,2.7,5.7,.477,.539,1.9,2.1,.910,0.5,2.9,3.4,2.4,0.5,0.5,1.7,2.0,17.6
532,Tristan Thompson,PF,32,CLE,36,0,12.4,1.7,2.6,.649,0.0,0.0,.000,1.7,2.6,.656,.649,0.4,1.2,.310,1.6,2.3,3.9,1.1,0.2,0.3,0.6,1.4,3.8
533,JT Thor,PF,21,CHO,38,1,14.0,1.3,3.5,.358,0.5,1.6,.322,0.8,2.0,.387,.429,0.2,0.3,.538,1.0,1.6,2.6,0.4,0.2,0.4,0.3,1.0,3.2
534,Matisse Thybulle,SF,26,POR,46,15,22.7,2.0,4.7,.419,1.4,3.7,.366,0.6,1.0,.622,.565,0.3,0.3,.813,0.4,1.5,2.0,1.2,1.5,0.8,0.6,1.4,5.6
535,Xavier Tillman Sr.,C,25,MEM,34,13,20.6,2.6,6.3,.408,0.4,1.6,.226,2.2,4.7,.469,.437,0.5,1.3,.419,1.6,3.0,4.6,1.7,1.2,1.0,0.9,1.8,6.0
536,Jacob Toppin,SF,23,NYK,3,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0
